阿尔伯特	73.600000
亚历克斯	73.200000
尤尼昂镇区	73.000000
沃克	72.600000
希尔	72.405188
布赖恩	72.400000
帕克	72.000000
卡特	71.824678
拉塞尔	71.359217
格伦	71.000000
库尔特	70.800000
科林	70.700000
勒内	70.600000
加布里埃尔	70.423247
亚瑟	70.200000
米科莱夫卡	70.000000
威廉姆斯	69.709135
费尔南多	69.200000
杰森	69.000000
海伦	68.314255
埃文斯	68.200000
里德	68.100000
格雷厄姆	67.800000
凯利	67.400000
菲尔	67.400000
汉娜	67.335241
布莱克	67.099202
约翰内斯	66.600000
凯尔	66.400000
尼尔斯	66.400000
布兰登	66.200000
奥列格	66.132498
富兰克林	65.884629
加西亚	65.605392
维尔纳	65.200000
格兰特镇区	65.000000
多米尼克	65.000000
迪克	65.000000
福特	62.936327
亚历山德罗	62.800000
哈里森	62.594587
阿布	62.400000
凯特	62.200000
汉森	62.200000
斯坦利	61.923562
威尔	61.800000
米夏埃尔	61.600000
迭戈	61.361005
萨姆	61.200000
沃伦	61.009541
卡伦	61.000000
拉里	61.000000
卡罗琳	60.800000
费利克斯	60.800000
里卡多	60.300000
里奇	60.000000
弗朗切斯科	60.000000
波特	59.800000
阿尔贝托	59.724256
里奇兰镇区	59.000000
索菲	58.200000
肯尼	57.906606
安德烈亚	57.600000
豪尔赫	57.600000
罗德里格斯	57.400000
卡利尼夫卡	57.000000
杰佛逊镇区	57.000000
弗里茨	57.000000
哈维	56.800000
莱昂	56.800000
安德里伊夫卡	56.000000
叶夫根尼	56.000000
特里	55.778384
库珀	55.600000
哈桑	55.200000
亚历山德拉	55.200000
太平镇	55.000000
尼尔森	54.900000
赛义德	54.594295
埃德温	54.300000
富兰克林镇区	54.000000
森特镇区	54.000000
琳达	54.000000
伊莉莎白	53.800000
德里克	53.800000
库克	53.500000
亚伯拉罕	53.424065
桑切斯	53.055409
克里斯托夫	53.000000
阿纳托利	53.000000
中山路	52.872908
拉蒙	52.800000
哈维尔	52.800000
杰弗里	52.800000
沃尔夫	52.400000
露丝	52.241588
凯蒂	52.200000
墨菲	52.049255
达维德	52.000000
布拉德	51.800000
伯纳德	51.600000
阿伦	51.600000
杰米	51.200000
利柏提镇区	51.000000
塔拉西夫卡	51.000000
麦克唐纳	50.800000
弗拉迪米尔	50.400000
法兰克	50.400000
福克斯	49.800000
珍妮	49.800000
艾瑞克	49.800000
奥斯汀	49.279319
肯尼迪	49.275846
理查	49.200000
波尔	49.151080
明朝藩王列表	49.000000
阿卜杜拉	49.000000
乔恩	48.800000
提姆	48.800000
斯文	48.800000
沃森	48.704400
摩尔	48.637160
福斯特	48.400000
马克西姆	48.400000
亚伦	48.200000
阿卜杜勒	48.000000
丽贝卡	47.830874
佩里	47.600000
埃德加	47.417403
阿诺德	47.365265
科林斯	47.200000
彼得里夫卡	47.000000
爱德华兹	46.989335
海因茨	46.862690
埃德	46.600000
欧内斯特	46.600000
雅罗斯拉夫	46.600000
新塞利夫卡	46.000000
舍夫琴科韦	46.000000
恩里克	45.800000
文森特	45.600000
荷西	45.600000
卡拉	45.400000
劳尔	45.200000
杰西	45.200000
爱德华多	45.000000
佐治	44.951244
乔许	44.800000
伊什特万	44.800000
列昂尼德	44.800000
约翰尼	44.800000
佛朗哥	44.713548
迈尔	44.700000
辛格	44.600000
赫尔穆特	44.537538
麦迪逊	44.484612
威利	44.400000
西奥多	44.216732
伊莎贝尔	44.200000
国民议会	44.000000
尤宁镇区	44.000000
瓦列里	44.000000
马丁内斯	44.000000
约阿希姆	43.400000
莱特	43.231018
佩尔	43.200000
拉斯洛	43.200000
道格	43.200000
阿方索	43.200000
哈里森镇区	43.000000
埃德蒙	42.800000
艾莉森	42.600000
科恩	42.500000
恩里科	42.413128
易卜拉欣	42.400000
艾玛	42.200000
盖尔	42.200000
亨德森	42.100000
卡姆扬卡	42.000000
费多里夫卡	42.000000
埃迪	41.800000
法比奥	41.800000
阿克塞尔	41.800000
辛普森	41.757514
加德纳	41.600000
彼得森	41.600000
帕特	41.600000
托马什	41.600000
赖特	41.400000
厄尔	41.200000
卡罗尔	41.100000
东城街道	41.000000
马里亚尼夫卡	41.000000
布鲁克斯	41.000000
克林顿	40.402880
乔尔	40.400000
牛顿	40.190852
休斯	40.032940
埃里克松	40.000000
安德烈斯	40.000000
阿曼达	40.000000
菲利普斯	39.900000
阿尔弗雷多	39.830481
奥斯曼	39.797562
克莱尔	39.600000
桑德斯	39.600000
吉尔伯特	39.400000
培根	39.332896
埃米莉	39.200000
维塔利	39.200000
达尼埃尔	39.200000
布莱尔	39.090042
城关街道	39.000000
巴甫利夫卡	39.000000
布雷特	39.000000
弗洛里安	38.943805
凯西	38.800000
兰迪	38.600000
基思	38.600000
洛伦佐	38.600000
米罗斯拉夫	38.600000
维托里奥	38.400000
艾伯特	38.200000
克里斯汀	38.074561
沃洛季米里夫卡	38.000000
里克	38.000000
利奥波德	38.000000
佩雷斯	37.800000
科尔	37.800000
格哈德	37.688938
布拉德利	37.600000
盖伊	37.600000
露西	37.600000
南希	37.600000
拉尔斯	37.600000
桑德拉	37.600000
特洛伊	37.300000
卡雷尔	37.200000
默里	37.200000
兴隆镇	37.000000
城南街道	37.000000
奈特	37.000000
安托尼夫卡	37.000000
延斯	37.000000
波赫丹尼夫卡	37.000000
阿图尔	37.000000
凯恩	36.998510
列夫	36.800000
珍妮弗	36.800000
查普曼	36.700000
保险公司	36.629026
萨尔瓦多	36.600000
权力的游戏	36.500000
克劳德	36.400000
杰伊	36.400000
费尔南德斯	36.400000
乌尔里希	36.400000
科里	36.200000
艾琳	36.200000
埃里希	36.000000
弗朗齐歇克	36.000000
托德	36.000000
莉萨	36.000000
雨果	35.940187
德鲁	35.900000
阿隆	35.800000
奥马尔	35.600000
达伦	35.600000
艾尔	35.403887
特纳	35.400000
斯坦尼斯拉夫	35.400000
泰德	35.400000
纳尔逊	35.301634
所罗门	35.300000
扎克	35.200000
查克	35.200000
法比安	35.200000
阿尔布雷希特	35.200000
德米特里夫卡	35.000000
新城街道	35.000000
沃德	34.800000
马尔科姆	34.800000
奥尼尔	34.753722
卡梅伦	34.400000
考克斯	34.400000
南区	34.054037
洛佩斯	34.000000
乔伊	34.000000
科尔曼	34.000000
维什涅韦	34.000000
麦迪逊镇区	34.000000
优素福	33.800000
伯恩	33.800000
内森	33.800000
弗雷泽	33.800000
伯顿	33.637176
亨里克	33.600000
伯恩斯	33.600000
佐兰	33.600000
费德里科	33.600000
阿姆斯特朗	33.600000
杰拉尔德	33.504449
瑞恩	33.200000
艾德	33.200000
诺亚	33.193395
门罗	33.008142
亚历杭德罗	33.000000
克莱镇区	33.000000
城东街道	33.000000
新亚历山德里夫卡	33.000000
新华街道	33.000000
森特维尔	33.000000
门罗镇区	33.000000
博比	32.912655
卡尔松	32.800000
圣地亚哥	32.800000
威尔森	32.800000
尤利乌斯	32.800000
盖瑞	32.800000
迪恩	32.800000
凯勒	32.793961
丽莎	32.600000
莉莉	32.600000
圣保罗	32.250902
伦纳德	32.200000
劳伦	32.200000
埃利奥特	32.200000
爱丽丝	32.200000
艾迪	32.200000
蝙蝠侠	32.200000
蜡笔小新	32.165418
马克西米利安	32.000000
奥列克西伊夫卡	32.000000
戈罗季谢	32.000000
洛根镇区	32.000000
戈麦斯	31.800000
哈特	31.753438
布鲁克	31.600000
帕特森	31.600000
杰拉德	31.400000
黛安娜	31.400000
埃文	31.400000
蒂娜	31.400000
佐尔坦	31.200000
安德烈娅	31.200000
格里戈里	31.200000
瓦茨拉夫	31.200000
阿尔内	31.200000
雪莉	31.200000
凯拉	31.146203
斐迪南	31.000000
乔治敦	31.000000
切尔沃涅	31.000000
加菲尔德镇区	31.000000
华盛顿县	31.000000
古城镇	31.000000
城北街道	31.000000
新米科莱夫卡	31.000000
瓦格纳	30.800000
若昂	30.800000
莱斯利	30.800000
迈尔斯	30.800000
埃利斯	30.800000
赖斯	30.730623
彼得罗	30.700000
埃尔南德斯	30.600000
拉斯	30.600000
肯尼思	30.600000
艾米	30.600000
布兰科	30.502633
卡琳	30.400000
曼弗雷德	30.400000
珍妮特	30.400000
贡纳尔	30.400000
阿纳斯塔西娅	30.400000
科斯塔	30.300000
弗格森	30.231617
阿尔贝	30.200000
蒙哥马利	30.200000
赫苏斯	30.000000
季布罗瓦	30.000000
板桥镇	30.000000
中兴	29.999940
腓特烈威廉	29.900000
拉森	29.800000
海梅	29.800000
罗德里戈	29.800000
安德鲁斯	29.800000
托比亚斯	29.600000
特奥多尔	29.600000
让巴蒂斯特	29.600000
麦特	29.600000
伯恩哈德	29.600000
温斯顿	29.573320
卡斯特罗	29.324764
肯特	29.300000
劳埃德	29.200000
拉松	29.200000
约书亚	29.200000
西蒙斯	29.200000
悉尼	29.100000
诺瓦克	29.000000
基斯	29.000000
拜伦	29.000000
欧仁	29.000000
别列济夫卡	29.000000
异世奇人	29.000000
斯捷波韦	29.000000
普雷里镇区	29.000000
民主党	29.000000
永宁县	29.000000
瓦西利夫卡	29.000000
白沙镇	29.000000
西区	29.000000
马里昂镇区	29.000000
规范	28.934433
克劳迪奥	28.800000
尼克拉斯	28.800000
彼得松	28.800000
戈兰	28.800000
约尔格	28.800000
维亚切斯拉夫	28.800000
迪安	28.800000
克里斯蒂	28.669654
维利	28.600000
阿龙	28.600000
法院	28.574053
卡尔文	28.462595
格雷戈里	28.400000
弗莱明	28.400000
切斯特	28.397168
格林伍德	28.300000
亚诺什	28.200000
克莉丝汀	28.200000
玛丽娜	28.200000
穆斯塔法	28.200000
亚历山德鲁	28.200000
维拉	28.200000
蒂莫西	28.200000
杰里米	28.000000
乌利亚尼夫卡	28.000000
泽列尼盖	28.000000
海斯	27.953243
证券	27.804037
奥尔森	27.800000
沃尔什	27.800000
阿尔	27.800000
阿诺	27.800000
基恩	27.800000
弗洛伊德	27.759615
伊斯梅尔	27.600000
迪伦	27.600000
麦肯齐	27.600000
卡门	27.600000
若泽	27.600000
克莱顿	27.600000
房地产	27.559050
海德	27.517165
医院	27.511322
杰里	27.400000
哈迪	27.400000
塞勒姆	27.400000
菲舍尔	27.335241
摩西	27.279356
卡米拉	27.237906
吉列尔莫	27.200000
埃娃	27.200000
奥尔松	27.200000
尼尔松	27.200000
斯文松	27.200000
比约恩	27.200000
玛利亚	27.200000
约纳斯	27.200000
艾蒂安	27.200000
西尔维娅	27.200000
达米安	27.200000
迈耶	27.200000
迪特尔	27.200000
洛朗	27.176255
名侦探柯南	27.000000
奥地利的玛丽亚	27.000000
凯伦	27.000000
海伦娜	27.000000
卡捷里尼夫卡	27.000000
基督教圣人列表	27.000000
斯洛比德卡	27.000000
索斯尼夫卡	27.000000
索菲伊夫卡	27.000000
萨多韦	27.000000
佩奇	26.900000
布坎南	26.852273
伯特	26.800000
叶卡捷琳娜	26.800000
道森	26.800000
韦伯斯特	26.800000
南方四贱客	26.800000
专利	26.786712
遗产	26.762743
布尔	26.737538
百事可乐	26.713075
茱莉亚	26.700000
约克	26.700000
塔拉	26.629346
本特	26.600000
珀西	26.600000
菲利克斯	26.600000
兰斯	26.500000
饥饿游戏	26.500000
曼苏尔	26.457061
纽波特	26.412184
斯图亚特	26.402677
乔希	26.400000
克洛德	26.400000
古斯塔沃	26.400000
埃玛	26.400000
埃米利奥	26.400000
帕特里夏	26.400000
杰克森	26.400000
格里芬	26.400000
瓦连京	26.400000
纳塔利娅	26.400000
阿尔瓦罗	26.400000
雅各	26.400000
塞西尔	26.400000
奥古斯塔	26.400000
机场	26.374608
德怀特	26.283580
克罗斯	26.126848
董事长	26.005661
哈立德	26.000000
弗里曼	26.000000
萨米	26.000000
塞梅尼夫卡	26.000000
斯科特镇区	26.000000
沃尔纳特镇区	26.000000
直辖市	25.989373
收购	25.841192
杰西卡	25.828041
债务	25.819342
威廉一世	25.809438
妮科尔	25.800000
艾萨克	25.800000
莱昂纳多	25.800000
维克	25.800000
披露	25.777981
奥古斯丁	25.761292
招标	25.715101
伯克	25.600000
娜塔莎	25.600000
拉约什	25.600000
杰瑞	25.600000
根纳季	25.600000
米卡埃尔	25.600000
索菲娅	25.600000
西摩	25.600000
让皮埃尔	25.600000
腓特烈一世	25.600000
债券	25.465655
哈尔	25.400000
奥兰多	25.400000
里斯	25.400000
伊莎贝拉	25.400000
艾达	25.400000
阿尔贝特	25.368321
普利茅斯	25.245912
凯特琳	25.200000
史蒂文斯	25.200000
麦卡锡	25.200000
哈丁	25.200000
莱曼	25.200000
长城	25.028774
海龙	25.011080
东尼	25.000000
内维尔	25.000000
奥拉夫	25.000000
希瑟	25.000000
玛莎	25.000000
西德尼	25.000000
东区	25.000000
中央镇区	25.000000
北区	25.000000
圣方济各堂	25.000000
富兰克林县	25.000000
普莱森特镇区	25.000000
格林维尔	25.000000
红旗街道	25.000000
约西皮夫卡	25.000000
锡达镇区	25.000000
香港专业教育学院	25.000000
阿波罗	24.916039
哈斯	24.913682
莱斯特	24.900000
违约	24.832060
波普	24.831331
凯茜	24.800000
加斯东	24.800000
斯坦	24.800000
杰茜卡	24.800000
耶日	24.800000
克劳福德	24.800000
索尔	24.800000
卡恩	24.701375
希尔顿	24.678629
西门	24.637890
增值税	24.636244
拉姆	24.600000
桑托斯	24.600000
福勒	24.600000
哈珀	24.600000
里奥	24.600000
猎豹	24.576658
凯斯	24.400000
阿明	24.400000
弗农	24.400000
奈杰尔	24.332245
宏观调控	24.329426
纳吉	24.200000
变形金刚	24.200000
玛丽安娜	24.100000
南湖	24.061724
克拉伦斯	24.000000
克拉拉	24.000000
帕尔默	24.000000
德拉甘	24.000000
斯特凡诺	24.000000
本内特	24.000000
沃恩	24.000000
科瓦奇	24.000000
索菲亚	24.000000
纳塔莉	24.000000
肯尼斯	24.000000
达尼埃莱	24.000000
佩尔绍特拉夫涅韦	24.000000
佩里镇区	24.000000
城西街道	24.000000
城郊乡	24.000000
杰佛逊县	24.000000
杰克逊县	24.000000
林肯县	24.000000
永安镇	24.000000
瓦利镇区	24.000000
维利涅	24.000000
罗马尼夫卡	24.000000
舍夫琴卡	24.000000
西城街道	24.000000
费尔维尤	24.000000
郊区	24.000000
韦恩镇区	24.000000
法学院	23.867034
布雷克	23.857933
分割	23.839873
瓦伦丁	23.800000
哥伦比亚	23.800000
诺韦	23.800000
标注	23.774317
克尔	23.717453
莱斯	23.700000
温莎	23.700000
帕尔	23.600000
马哈茂德	23.600000
博伊德	23.600000
圣乔治	23.600000
五一村	23.587249
加油站	23.536280
亨利二世	23.535494
迪诺	23.510860
挪用	23.493319
犀牛	23.478047
邦德	23.408755
萨曼莎	23.400000
萨沙	23.400000
腓特烈二世	23.400000
中国银行	23.392917
债权	23.365331
卡森	23.300786
兹德涅克	23.200000
塞尔吉奥	23.200000
多萝西	23.200000
阿米尔	23.200000
雅科夫	23.200000
塔克	23.200000
拜尔	23.123010
奥罗拉	23.100000
苏格拉底	23.077714
西北大学	23.001020
埃尔温	23.000000
利文斯顿	23.000000
克拉斯涅	23.000000
尼泊尔共产党	23.000000
布拉戈达特涅	23.000000
斯捷帕尼夫卡	23.000000
格里戈里夫卡	23.000000
蕃地	23.000000
道格拉斯镇区	23.000000
哈伦	22.987386
伪造	22.984192
佣金	22.982232
珠江	22.955110
克莱门特	22.900000
昆西	22.893061
海登	22.800000
首席执行官	22.784558
新城	22.779956
美国	22.770211
克鲁格	22.741264
有效期	22.692917
白石	22.692671
沙利文	22.675346
劳里	22.600000
特拉维斯	22.600000
珍妮佛	22.600000
瑞秋	22.600000
丹尼尔斯	22.600000
弗雷迪	22.600000
约翰森	22.600000
归还	22.598826
福布斯	22.589627
可口可乐	22.582023
大学城	22.500000
大学城站	22.500000
大学路	22.500000
仓库	22.457943
市场占有率	22.432027
苏亚雷斯	22.411244
电站	22.409188
乙醇	22.408642
利亚姆	22.400000
卡特琳	22.400000
哲尔吉	22.400000
埃莱娜	22.400000
塔季扬娜	22.400000
奥利	22.400000
弗莱彻	22.400000
杰瑞米	22.400000
芒努斯	22.400000
西恩	22.400000
西蒙娜	22.400000
费奥多尔	22.400000
富春	22.352287
工商局	22.344005
债权人	22.302952
弗里德曼	22.259615
佩恩	22.200000
基里尔	22.200000
尼基塔	22.200000
桑迪	22.200000
诺顿	22.200000
排放标准	22.182723
麦田	22.114712
西尔维奥	22.107755
学院	22.103093
人民医院	22.049597
呼吸	22.033410
仪表	22.005554
妮可	22.000000
泰特	22.000000
温特	22.000000
理查兹	22.000000
阿莱克斯	22.000000
香农	22.000000
布兰德	22.000000
亚布卢尼夫卡	22.000000
凤凰街道	22.000000
向阳街道	22.000000
奥克格罗夫	22.000000
新桥镇	22.000000
新西尔卡	22.000000
泽列涅	22.000000
甘尼夫卡	22.000000
胜利街道	22.000000
霍普威尔	22.000000
鲁德尼亚	22.000000
大湖	21.996990
布什	21.836493
加文	21.800000
沙恩	21.800000
西里尔	21.800000
温琴佐	21.800000
莱尔	21.800000
利马	21.800000
赫斯特	21.766147
违约金	21.746168
拿破仑	21.729943
恩佐	21.675197
新世界	21.621191
亨德里克	21.600000
克劳迪娅	21.600000
加博尔	21.600000
居伊	21.600000
德奥尔良	21.600000
德扬	21.600000
拉吉斯拉夫	21.600000
斯蒂尔	21.600000
特雷弗	21.600000
索尼娅	21.600000
蒂莫	21.600000
阿尔韦托	21.600000
印花税	21.541207
希拉里	21.533408
格雷姆	21.518499
营业执照	21.427740
蒙蒂	21.426549
萝拉	21.400000
卡莱尔	21.400000
威廉二世	21.400000
约翰一世	21.400000
税务局	21.376905
海尔	21.349467
公司	21.344598
卡尔森	21.294403
拉米雷斯	21.200000
斯宾塞	21.200000
布莱斯	21.200000
洛根	21.200000
弄虚作假	21.142555
大同	21.128110
布洛克	21.100000
托盘	21.078743
南洋	21.071325
加利	21.000000
彼得拉	21.000000
彼得斯	21.000000
洁西卡	21.000000
薇拉	21.000000
纽曼	21.000000
艾拉	21.000000
卡尼	21.000000
曼斯菲尔德	21.000000
东山街道	21.000000
利索韦	21.000000
圣母升天主教座堂	21.000000
新伊万尼夫卡	21.000000
新城镇	21.000000
日本剧集列表	21.000000
朝阳街道	21.000000
河口镇	21.000000
科马里夫卡	21.000000
韦尔比夫卡	21.000000
龙潭镇	21.000000
参考文献	20.993507
白云山	20.992137
永乐	20.954564
崛起	20.940368
威尔斯	20.900000
滥用职权	20.838264
杰奎琳	20.805228
哈拉尔德	20.800000
尼科	20.800000
朱利叶斯	20.800000
蕾切尔	20.800000
诺埃尔	20.800000
迪亚斯	20.800000
威利斯	20.800000
牛津	20.800000
圣卡洛斯	20.800000
债务人	20.788037
人民广场	20.750841
漫威电影宇宙	20.750000
帕斯卡	20.737538
卫生局	20.714427
废止	20.702128
霸王别姬	20.692127
奥克斯	20.685523
母公司	20.667713
元和	20.631724
伯尼	20.600000
阿巴斯	20.600000
卡尔顿	20.600000
哈利波特	20.592642
哈吉	20.534894
安全局	20.525458
医疗事故	20.507854
电影原声带	20.500000
奥德赛	20.499474
全文检索	20.448424
扇贝	20.443572
饱和	20.409860
埃莉诺	20.400000
塞萨尔	20.400000
黎巴嫩	20.384253
中华路	20.345365
煎饼	20.230581
橄榄油	20.218296
三七	20.208994
克莱因	20.200000
埃内斯托	20.200000
布伦丹	20.200000
延森	20.200000
斯捷潘	20.200000
普莱斯	20.200000
齐默尔曼	20.200000
休斯顿	20.200000
尼基	20.200000
法兰兹	20.200000
派翠克	20.200000
阿尔文	20.200000
大路	20.133490
瓦特	20.108769
资产负债表	20.107241
南航	20.094695
中关村	20.082926
清偿	20.074831
香港特别行政区	20.068088
默多克	20.055475
对冲	20.040885
展期	20.006563
占士	20.000000
卡尔海因茨	20.000000
卡斯滕	20.000000
圭多	20.000000
埃米	20.000000
塔德乌什	20.000000
托尔斯滕	20.000000
杜米特鲁	20.000000
若望	20.000000
萨尔瓦托雷	20.000000
诺拉	20.000000
阿什莉	20.000000
阿尔多	20.000000
麦斯	20.000000
杰罗姆	20.000000
东湖街道	20.000000
中区	20.000000
中正路	20.000000
共和国广场	20.000000
南城街道	20.000000
双河镇	20.000000
古城街道	20.000000
和平街道	20.000000
哥伦布	20.000000
大学站	20.000000
大桥镇	20.000000
市镇	20.000000
格林镇区	20.000000
桥头镇	20.000000
比弗镇区	20.000000
海兰镇区	20.000000
科学史	20.000000
站前街道	20.000000
贝尔维尤	20.000000
天宁寺	19.924256
圣马丁	19.808142
查韦斯	19.805825
埃伦	19.800000
托特	19.800000
波波维奇	19.800000
阿拉	19.800000
克利夫顿	19.800000
考德威尔	19.800000
斯普林菲尔德	19.800000
林肯	19.777526
市盈率	19.770916
奥克兰	19.700000
金枪鱼	19.693094
分化	19.682603
盐酸	19.668596
成吉思汗	19.651377
迎刃而解	19.624735
玻利瓦尔	19.618924
建安	19.601145
卡齐米日	19.600000
托马	19.600000
艾尔弗雷德	19.600000
费迪南德	19.600000
加勒特	19.600000
埃利	19.600000
德文	19.600000
执行程序	19.593808
希金斯	19.549139
供不应求	19.531093
墨鱼	19.513568
格里菲斯	19.500000
里根	19.496786
股息	19.482135
文森	19.477296
叶酸	19.456669
跃进	19.447448
沃尔玛	19.438204
达文波特	19.430733
利奥	19.400000
瑞克	19.400000
奥勒	19.400000
艾蜜莉	19.400000
青霉素	19.369717
金鹰	19.366087
典当	19.312067
国泰	19.272134
化验	19.259935
对价	19.200242
乔安娜	19.200000
伊曼纽尔	19.200000
克莱恩	19.200000
切萨雷	19.200000
塞德里克	19.200000
奥利佛	19.200000
尼娜	19.200000
帕斯卡尔	19.200000
德波旁	19.200000
查德	19.200000
洛德	19.200000
琳恩	19.200000
约斯塔	19.200000
约翰娜	19.200000
莱奥	19.200000
菲利浦	19.200000
蒂博尔	19.200000
赖纳	19.200000
达里奥	19.200000
马里亚诺	19.200000
考夫曼	19.200000
有价证券	19.179728
万里	19.143160
沙拉	19.108040
国有化	19.101385
凯里	19.100000
沃特	19.100000
海盐	19.070655
威尔金森	19.000000
帕拉	19.000000
阿卜杜勒拉赫曼	19.000000
阿贝尔	19.000000
迪克森	19.000000
众议院	19.000000
克莱县	19.000000
北城街道	19.000000
卡斯镇区	19.000000
奥列尼夫卡	19.000000
新兴街道	19.000000
永兴镇	19.000000
沃利齐亚	19.000000
河西街道	19.000000
温泉镇	19.000000
维索克	19.000000
蒙哥马利县	19.000000
龙泉镇	19.000000
猕猴桃	18.983936
泰森	18.978426
科克	18.900000
名胜古迹	18.898791
死亡	18.868485
金玉满堂	18.865521
莱姆	18.852562
苹果	18.849938
建兴	18.841070
民生路	18.831954
纳什	18.824869
尚书	18.809775
伊格纳西奥	18.800000
佩吉	18.800000
布鲁尔	18.800000
格尔德	18.800000
温迪	18.800000
艾略特	18.800000
麦克劳德	18.800000
麦凯	18.800000
奥斯本	18.800000
洛克	18.800000
瑞德	18.769901
承兑	18.763636
湘菜	18.736453
糖浆	18.733269
北京	18.728399
中国	18.700000
汉普顿	18.700000
国防大学	18.698848
急救中心	18.659174
万家灯火	18.648321
卧龙	18.641937
卡塔琳娜	18.600000
基兰	18.600000
弗谢沃洛德	18.600000
托尔	18.600000
欧根	18.600000
科赫	18.600000
西蒙尼	18.600000
雅各布森	18.600000
劳森	18.600000
哈恩	18.600000
塞拉	18.600000
希克斯	18.600000
曼宁	18.600000
泰瑞	18.600000
海莉	18.600000
麦金托什	18.600000
塞尔	18.600000
贝尔维尔	18.600000
黑豆	18.599726
九龙山	18.564533
福利	18.561992
一触即发	18.549876
东湖	18.547384
阿隆索	18.545636
西湖	18.544846
中签	18.535280
存单	18.521020
白求恩	18.505795
协和医院	18.487031
大丰收	18.422182
甘露	18.412520
招商局	18.403938
丹妮尔	18.400000
佩塔尔	18.400000
坎宁安	18.400000
希拉	18.400000
托比	18.400000
特蕾西	18.400000
肯德尔	18.400000
若瑟	18.400000
马里乌斯	18.400000
奇迹	18.400000
普雷斯顿	18.400000
亨利一世	18.400000
中医医院	18.389397
星光	18.356180
软着陆	18.341129
牡蛎	18.340892
扭亏为盈	18.324143
布拉德福德	18.300000
白果	18.276129
证券法	18.271055
民族路	18.267201
工行	18.259233
古尔德	18.200000
拉夫	18.200000
达拉斯	18.200000
杏花村	18.181541
违法乱纪	18.166794
天麻	18.160840
光华	18.159400
